query_id,corpus_id
q00125,LIN20230451
q00125,TSLA20230471
q00125,JPM20232665
q00125,JPM20233514
q00125,META20230604
q00126,AAPL20230831
q00126,GOOGL20231369
q00126,V20231323
q00126,LIN20231289
q00126,AAPL20230805
q00126,AMZN20231331
q00126,AMZN20231332
q00126,AAPL20230830
q00126,LIN20231293
q00126,DAL20231431
q00127,AAPL20230884
q00127,AAPL20230882
q00127,AAPL20231117
q00127,NVDA20231084
q00127,AAPL20231022
q00127,NFLX20231019
q00127,ORCL20231611
q00127,META20231697
q00127,MSFT20231704
q00127,AAPL20230255
q00128,AAPL20230707
q00128,MSFT20231296
q00128,LIN20230299
q00128,ADBE20231336
q00128,DAL20231091
q00128,BRK.A20231679
q00128,JPM20231673
q00128,HD20230424
q00128,JNJ20231008
q00128,LIN20230310
q00129,AMZN20230354
q00129,AMZN20230284
q00129,AMZN20231285
q00129,AMZN20230349
q00129,AMZN20230368
q00129,AMZN20230325
q00129,AMZN20230279
q00129,AMZN20230142
q00129,AMZN20230703
q00129,AMZN20230859
q00130,AMZN20230487
q00130,AMZN20230482
q00130,AMZN20231443
q00130,AMZN20230142
q00130,AMZN20231097
q00130,AMZN20230276
q00130,AMZN20230712
q00130,AMZN20231383
q00130,AMZN20230099
q00130,AMZN20230542
q00131,AMZN20230757
q00131,AMZN20230402
q00131,AMZN20230404
q00131,AMZN20230752
q00131,AMZN20230403
q00131,AMZN20231075
q00131,AMZN20231289
q00131,AMZN20230396
q00131,AMZN20230280
q00131,AMZN20230398
q00132,AMZN20230295
q00132,AMZN20230808
q00132,AMZN20231145
q00132,AMZN20231218
q00132,AMZN20230750
q00132,AMZN20230995
q00132,AMZN20231122
q00132,AMZN20231321
q00132,AMZN20230940
q00132,AMZN20230466
q00133,AMZN20231321
q00133,AMZN20231329
q00133,AMZN20231052
q00133,AMZN20230423
q00133,AMZN20230417
q00133,AMZN20231285
q00133,AMZN20230364
q00133,AMZN20231331
q00133,AMZN20230779
q00133,AMZN20231073
q00134,AMZN20231099
q00134,AMZN20231092
q00134,AMZN20231096
q00134,AMZN20230837
q00134,AMZN20231343
q00134,AMZN20231093
q00134,AMZN20231088
q00134,AMZN20230226
q00134,AMZN20230549
q00134,AMZN20231098
q00135,AMZN20231110
q00135,LIN20230189
q00135,NFLX20230231
q00135,GOOGL20231589
q00135,MSFT20230454
q00135,NFLX20231063
q00135,V20231498
q00135,MSFT20231621
q00135,JPM20237345
q00135,JNJ20230524
q00136,AMZN20230414
q00136,AMZN20230420
q00136,AMZN20230423
q00136,AMZN20230779
q00136,AMZN20231145
q00136,AMZN20230995
q00136,AMZN20230417
q00136,AMZN20231122
q00136,AMZN20230902
q00136,AMZN20231331
q00137,AMZN20230278
q00137,AMZN20230858
q00137,AMZN20230742
q00137,AMZN20230746
q00137,AMZN20230748
q00137,AMZN20230745
q00137,AMZN20230747
q00137,AMZN20230741
q00137,AMZN20230761
q00137,ORCL20231106
q00138,AMZN20230284
q00138,AMZN20230408
q00138,AMZN20230313
q00138,META20230030
q00138,GOOGL20230376
q00138,AMZN20230407
q00138,AMZN20230759
q00138,AMZN20230843
q00138,AMZN20230028
q00138,AMZN20230142
q00139,AMZN20231106
q00139,AMZN20230800
q00139,AMZN20230844
q00139,AMZN20230804
q00139,AMZN20230295
q00139,AMZN20230802
q00139,AMZN20230706
q00139,AMZN20230699
q00139,AMZN20230915
q00139,AMZN20231042
q00140,GOOGL20230086
q00140,NVDA20230074
q00140,MSFT20230144
q00140,AMZN20230020
q00140,AMZN20230549
q00140,AMZN20230068
q00140,MSFT20230162
q00140,AMZN20231343
q00140,AMZN20230531
q00140,AMZN20231356
q00141,AMZN20230042
q00141,AMZN20230549
q00141,AMZN20230531
q00141,AMZN20231356
q00141,AMZN20230703
q00141,AMZN20230008
q00141,AMZN20230013
q00141,AMZN20230043
q00141,AMZN20231374
q00141,AMZN20231094
q00142,AMZN20230246
q00142,AMZN20230254
q00142,ORCL20230391
q00142,AMZN20230402
q00142,BRK.A20230383
q00142,MSFT20230437
q00142,AMZN20230757
q00142,AMZN20231321
q00142,JNJ20230194
q00142,AMZN20231329
q00143,AMZN20230744
q00143,AMZN20230740
q00143,AMZN20230742
q00143,CPNG20231080
q00143,NVDA20230919
q00143,AMZN20230403
q00143,META20231206
q00143,AAPL20230583
q00143,ADBE20230971
q00143,AMZN20230858
q00144,AMZN20230706
q00144,AMZN20231372
q00144,AMZN20231379
q00144,AMZN20231377
q00144,AMZN20231376
q00144,AMZN20231378
q00144,AMZN20231375
q00144,AMZN20231373
q00144,AMZN20231484
q00144,AMZN20231374
q00145,AMZN20230747
q00145,AMZN20231249
q00145,AMZN20230741
q00145,AMZN20230858
q00145,AMZN20230278
q00145,GOOGL20230381
q00145,AMZN20230761
q00145,AMZN20230703
q00145,AMZN20230368
q00145,AMZN20230354
q00146,AMZN20230983
q00146,AMZN20230985
q00146,ORCL20231242
q00146,AMZN20230980
q00146,AMZN20230984
q00146,LIN20231106
q00146,AMZN20230982
q00146,JNJ20231848
q00146,LIN20230559
q00146,AMZN20230549
q00147,AMZN20231110
q00147,V20231498
q00147,MSFT20231609
q00147,META20230585
q00147,MSFT20231610
q00147,MSFT20231621
q00147,JNJ20231469
q00147,AAPL20230222
q00147,META20231691
q00147,JNJ20230524
q00148,AMZN20230189
q00148,AMZN20230280
q00148,AMZN20230808
q00148,AMZN20230099
q00148,AMZN20230279
q00148,AMZN20230142
q00148,AMZN20230282
q00148,AMZN20231243
q00148,AMZN20230294
q00148,AMZN20230146
q00150,META20230315
q00150,META20230316
q00150,META20230314
q00150,META20230666
q00150,META20230311
q00150,META20230313
q00150,META20230668
q00150,META20230645
q00150,META20230677
q00150,META20230672
q00151,META20230666
q00151,META20230668
q00151,META20230311
q00151,META20230677
q00151,META20230645
q00151,META20230646
q00151,META20230672
q00151,META20230674
q00151,META20230316
q00151,META20230315
q00152,META20230623
q00152,META20230854
q00152,META20230744
q00152,META20230850
q00152,META20231821
q00152,META20230020
q00152,META20230805
q00152,META20230825
q00152,META20231315
q00152,META20231569
q00153,META20230007
q00153,META20230663
q00153,META20230893
q00153,META20230661
q00153,META20230008
q00153,META20230825
q00153,META20230892
q00153,META20230841
q00153,META20230656
q00153,META20230030
q00154,META20230217
q00154,META20230218
q00154,META20230219
q00154,META20230240
q00154,META20230186
q00154,META20230025
q00154,META20230226
q00154,META20230526
q00154,MSFT20230159
q00154,MSFT20230311
q00155,META20230799
q00155,META20230852
q00155,META20230803
q00155,META20230661
q00155,META20230623
q00155,META20231363
q00155,META20231342
q00155,META20230008
q00155,META20230741
q00155,META20230006
q00156,META20230801
q00156,META20230250
q00156,META20230653
q00156,META20230654
q00156,META20230240
q00156,META20230604
q00156,META20230147
q00156,META20230656
q00156,META20230741
q00156,META20230201
q00157,META20230805
q00157,META20230672
q00157,META20230115
q00157,META20230677
q00157,META20230854
q00157,META20230121
q00157,META20230834
q00157,META20230144
q00157,META20230801
q00157,META20230186
q00158,META20230629
q00158,JNJ20231848
q00158,META20230359
q00158,META20230841
q00158,JNJ20231866
q00158,JNJ20231864
q00158,JNJ20231852
q00158,META20231351
q00158,META20231333
q00158,META20231569
q00159,JNJ20230056
q00159,JNJ20230855
q00159,JNJ20230257
q00159,JNJ20230016
q00159,JNJ20230265
q00159,JNJ20230005
q00159,JNJ20231154
q00159,JNJ20230778
q00159,JNJ20232071
q00159,JNJ20230058
q00160,JNJ20231026
q00160,JNJ20230263
q00160,JNJ20231269
q00160,JNJ20231771
q00160,JNJ20231200
q00160,JNJ20231154
q00160,JNJ20231764
q00160,JNJ20230467
q00160,JNJ20230397
q00160,JNJ20230412
q00161,JNJ20231199
q00161,JNJ20231110
q00161,JNJ20230287
q00161,JNJ20231280
q00161,JNJ20232103
q00161,JNJ20231269
q00161,JNJ20230433
q00161,JNJ20231152
q00161,JNJ20231198
q00161,JNJ20231807
q00162,JNJ20231505
q00162,JNJ20231506
q00162,JNJ20231552
q00162,JNJ20231541
q00162,JNJ20231387
q00162,JNJ20231529
q00162,JPM20237368
q00162,JNJ20230696
q00162,JNJ20231465
q00162,JNJ20231543
q00163,JNJ20230333
q00163,JNJ20231764
q00163,JNJ20231677
q00163,JNJ20230338
q00163,JNJ20230337
q00163,JNJ20230340
q00163,JNJ20230454
q00163,JNJ20230412
q00163,JNJ20230294
q00163,JNJ20230263
q00164,JNJ20230263
q00164,JNJ20232005
q00164,JNJ20230447
q00164,JNJ20230412
q00164,JNJ20230522
q00164,JNJ20230520
q00164,JNJ20230523
q00164,JNJ20230454
q00164,JNJ20230294
q00164,JNJ20230518
q00165,JNJ20230599
q00165,JNJ20230397
q00165,JNJ20230258
q00165,JNJ20232340
q00165,JNJ20230416
q00165,JNJ20232100
q00165,JNJ20230418
q00165,JNJ20230580
q00165,JNJ20230396
q00165,JNJ20230431
q00166,JNJ20230263
q00166,JNJ20230412
q00166,JNJ20230468
q00166,JNJ20232005
q00166,JNJ20230505
q00166,JNJ20230454
q00166,JNJ20230397
q00166,JNJ20230599
q00166,JNJ20230416
q00166,JNJ20231269
q00167,JNJ20230416
q00167,JNJ20230418
q00167,JNJ20232004
q00167,JNJ20230396
q00167,JNJ20230447
q00167,JNJ20230860
q00167,JNJ20230412
q00167,JNJ20230258
q00167,JNJ20230263
q00167,JNJ20230580
q00168,JNJ20230412
q00168,JNJ20230263
q00168,JNJ20230454
q00168,JNJ20230401
q00168,JNJ20230467
q00168,JNJ20231269
q00168,JNJ20230430
q00168,JNJ20230397
q00168,JNJ20230416
q00168,JNJ20232005
q00169,JPM20231194
q00169,JPM20231163
q00169,JPM20231546
q00169,JPM20236521
q00169,JPM20234976
q00169,JPM20234977
q00169,JPM20232307
q00169,JPM20234145
q00169,JPM20233379
q00169,JPM20232241
q00170,JPM20231205
q00170,JPM20231306
q00170,JPM20231314
q00170,JPM20233157
q00170,JPM20231312
q00170,JPM20231404
q00170,JPM20233375
q00170,JPM20233153
q00170,JPM20236755
q00170,JPM20236212
q00171,JPM20231881
q00171,JPM20231968
q00171,JPM20232191
q00171,JPM20231615
q00171,JPM20232088
q00171,JPM20231871
q00171,JPM20235640
q00171,JPM20231266
q00171,JPM20234456
q00171,JPM20232059
q00172,JPM20235631
q00172,JPM20235636
q00172,JPM20231263
q00172,JPM20234458
q00172,JPM20235639
q00172,JPM20235632
q00172,JPM20235630
q00172,JPM20235633
q00172,JPM20235656
q00172,JPM20235637
q00173,JPM20238031
q00173,JPM20232349
q00173,JPM20237021
q00173,JPM20231388
q00173,JPM20231253
q00173,JPM20234970
q00173,JPM20231688
q00173,JPM20232052
q00173,JPM20231869
q00173,JPM20234977
q00174,JPM20230013
q00174,JPM20230662
q00174,JPM20230668
q00174,JPM20230671
q00174,JPM20230673
q00174,JPM20230195
q00174,JPM20237761
q00174,MSFT20230162
q00174,JPM20230669
q00174,JPM20238345
q00175,JPM20232344
q00175,JPM20232188
q00175,JPM20232345
q00175,JPM20231869
q00175,JPM20232051
q00175,JPM20230026
q00175,JPM20234970
q00175,JPM20231882
q00175,JPM20231681
q00175,JPM20231336
q00176,JPM20234973
q00176,JPM20231442
q00176,JPM20234970
q00176,JPM20235001
q00176,JPM20231446
q00176,JPM20231569
q00176,JPM20235010
q00176,JPM20232893
q00176,JPM20232067
q00176,JPM20232973
q00177,JPM20231259
q00177,JPM20231876
q00177,JPM20231873
q00177,JPM20235616
q00177,JPM20231276
q00177,JPM20231263
q00177,JPM20231392
q00177,JPM20231531
q00177,JPM20232062
q00177,JPM20232197
q00178,JPM20230009
q00178,JPM20231557
q00178,JPM20237808
q00178,JPM20231550
q00178,JPM20231194
q00178,JPM20231615
q00178,JPM20231125
q00178,JPM20237833
q00178,JPM20231602
q00178,JPM20237852
q00180,V20230922
q00180,V20230354
q00180,V20230114
q00180,V20230932
q00180,V20230925
q00180,V20231765
q00180,V20230772
q00180,V20230731
q00180,V20231384
q00180,V20231241
q00181,V20230020
q00181,V20230023
q00181,V20230479
q00181,V20230028
q00181,V20230974
q00181,V20230004
q00181,V20230922
q00181,V20230517
q00181,V20230971
q00181,V20230967
q00182,V20231007
q00182,V20231002
q00182,V20230679
q00182,V20231717
q00182,V20231324
q00182,V20230968
q00182,V20230980
q00182,V20231119
q00182,V20231495
q00182,V20231508
q00183,V20230119
q00183,V20230140
q00183,V20230123
q00183,V20230122
q00183,V20230197
q00183,V20230133
q00183,V20230129
q00183,V20230218
q00183,V20230230
q00183,V20230134
q00184,V20230254
q00184,MSFT20230416
q00184,V20230198
q00184,V20230200
q00184,PG20230042
q00184,V20230230
q00184,V20230170
q00184,V20230273
q00184,V20230369
q00184,V20230924
q00185,V20230099
q00185,LIN20230307
q00185,V20230461
q00185,ORCL20230243
q00185,PG20230311
q00185,V20230450
q00185,CPNG20230300
q00185,ORCL20230654
q00185,ADBE20230639
q00185,ADBE20230619
q00186,V20230475
q00186,V20230013
q00186,V20230050
q00186,V20230011
q00186,V20230059
q00186,V20231816
q00186,V20230273
q00186,V20230047
q00186,V20230655
q00186,V20231801
q00187,V20230679
q00187,V20231738
q00187,V20231508
q00187,V20231136
q00187,V20231430
q00187,V20230945
q00187,V20231082
q00187,V20231119
q00187,V20231514
q00187,V20230956
q00188,V20230105
q00188,V20230108
q00188,V20230109
q00188,V20231839
q00188,V20230268
q00188,V20230119
q00188,V20231210
q00188,V20230079
q00188,V20230085
q00188,V20230074
q00189,UNH20231411
q00189,UNH20230401
q00189,UNH20231362
q00189,UNH20230303
q00189,UNH20231360
q00189,UNH20230374
q00189,UNH20230014
q00189,UNH20230428
q00189,UNH20230075
q00189,UNH20231571
q00190,UNH20230429
q00190,UNH20230329
q00190,BRK.A20230863
q00190,UNH20230075
q00190,BRK.A20230519
q00190,UNH20230588
q00190,UNH20230411
q00190,BRK.A20230872
q00190,UNH20231362
q00190,BRK.A20230523
q00191,UNH20230329
q00191,UNH20230411
q00191,UNH20230428
q00191,UNH20230588
q00191,UNH20230359
q00191,UNH20231018
q00191,UNH20231617
q00191,UNH20230401
q00191,UNH20230684
q00191,UNH20231699
q00192,UNH20230811
q00192,UNH20230359
q00192,UNH20231737
q00192,UNH20231263
q00192,UNH20231421
q00192,UNH20230652
q00192,UNH20230280
q00192,UNH20231270
q00192,UNH20231332
q00192,UNH20231297
q00193,UNH20230160
q00193,UNH20230164
q00193,UNH20230260
q00193,UNH20230258
q00193,UNH20230163
q00193,UNH20230162
q00193,UNH20230252
q00193,UNH20230257
q00193,UNH20230155
q00193,UNH20230156
q00194,UNH20230428
q00194,UNH20231617
q00194,UNH20230329
q00194,UNH20230075
q00194,UNH20230411
q00194,UNH20230055
q00194,UNH20231571
q00194,UNH20230359
q00194,UNH20230703
q00194,UNH20231411
q00195,UNH20230321
q00195,UNH20231323
q00195,UNH20231711
q00195,UNH20231430
q00195,UNH20230588
q00195,UNH20231617
q00195,UNH20231571
q00195,UNH20231581
q00195,UNH20231411
q00195,UNH20230059
q00196,UNH20230312
q00196,UNH20231711
q00196,UNH20230309
q00196,UNH20230359
q00196,UNH20230307
q00196,UNH20231411
q00196,UNH20231617
q00196,UNH20230075
q00196,UNH20231571
q00196,UNH20230329
q00197,UNH20230368
q00197,UNH20230429
q00197,UNH20230812
q00197,UNH20230436
q00197,UNH20230370
q00197,UNH20230432
q00197,UNH20230359
q00197,UNH20230329
q00197,UNH20231640
q00197,UNH20230468
q00198,UNH20231228
q00198,UNH20231249
q00198,V20231499
q00198,UNH20230411
q00198,UNH20231699
q00198,UNH20230588
q00198,BRK.A20230592
q00198,UNH20231242
q00198,UNH20230429
q00198,UNH20230703
q00199,GOOGL20230019
q00199,GOOGL20230020
q00199,GOOGL20230032
q00199,GOOGL20230010
q00199,META20230193
q00199,GOOGL20230012
q00199,GOOGL20231781
q00199,MSFT20230367
q00199,GOOGL20230025
q00199,GOOGL20231527
q00200,GOOGL20230392
q00200,GOOGL20230055
q00200,GOOGL20230660
q00200,GOOGL20231779
q00200,GOOGL20231009
q00200,GOOGL20231015
q00200,GOOGL20230415
q00200,GOOGL20230397
q00200,GOOGL20230614
q00200,GOOGL20231010
q00201,GOOGL20230300
q00201,GOOGL20230205
q00201,GOOGL20230145
q00201,GOOGL20230134
q00201,GOOGL20230198
q00201,GOOGL20230148
q00201,GOOGL20230203
q00201,GOOGL20230181
q00201,GOOGL20230192
q00201,META20230329
q00202,GOOGL20230489
q00202,GOOGL20230612
q00202,GOOGL20230633
q00202,GOOGL20230614
q00202,NFLX20230259
q00202,GOOGL20230576
q00202,GOOGL20230634
q00202,GOOGL20230326
q00202,GOOGL20231932
q00202,GOOGL20231198
q00203,GOOGL20231954
q00203,GOOGL20231831
q00203,GOOGL20231982
q00203,GOOGL20231882
q00203,PG20231602
q00203,GOOGL20231671
q00203,V20230378
q00203,GOOGL20231909
q00203,CPNG20231608
q00203,HD20231305
q00204,GOOGL20230350
q00204,GOOGL20230340
q00204,GOOGL20230652
q00204,GOOGL20230762
q00204,GOOGL20231711
q00204,GOOGL20230774
q00204,GOOGL20231238
q00204,GOOGL20230760
q00204,GOOGL20230303
q00204,GOOGL20230796
q00205,GOOGL20231010
q00205,ORCL20231125
q00205,HD20230785
q00205,META20231197
q00205,MSFT20230968
q00205,GOOGL20230992
q00205,ADBE20230971
q00205,MSFT20230973
q00205,NFLX20230719
q00205,GOOGL20230055
q00206,GOOGL20231043
q00206,GOOGL20230612
q00206,NFLX20230329
q00206,NFLX20230723
q00206,GOOGL20230592
q00206,META20230801
q00206,ADBE20231034
q00206,GOOGL20231002
q00206,GOOGL20231674
q00206,GOOGL20230510
q00207,GOOGL20230616
q00207,GOOGL20230529
q00207,GOOGL20231799
q00207,GOOGL20231537
q00207,GOOGL20230611
q00207,GOOGL20231688
q00207,GOOGL20230504
q00207,ORCL20230978
q00207,GOOGL20231147
q00207,ORCL20231303
q00208,META20230413
q00208,META20230652
q00208,GOOGL20230121
q00208,META20230179
q00208,META20230047
q00208,GOOGL20230407
q00208,META20230654
q00208,META20230425
q00208,GOOGL20230367
q00208,GOOGL20230389
q00209,BRK.A20230640
q00209,BRK.A20230632
q00209,BRK.A20230332
q00209,BRK.A20230067
q00209,BRK.A20230450
q00209,BRK.A20230652
q00209,BRK.A20230066
q00209,BRK.A20230075
q00209,BRK.A20230333
q00209,BRK.A20230065
q00210,BRK.A20230005
q00210,BRK.A20230006
q00210,BRK.A20230288
q00210,BRK.A20230004
q00210,BRK.A20230328
q00210,BRK.A20232563
q00210,BRK.A20231065
q00210,BRK.A20230007
q00210,BRK.A20230009
q00210,BRK.A20231292
q00211,BRK.A20230460
q00211,BRK.A20230009
q00211,BRK.A20230062
q00211,BRK.A20230288
q00211,BRK.A20231057
q00211,BRK.A20230019
q00211,BRK.A20231059
q00211,BRK.A20230005
q00211,BRK.A20230289
q00211,BRK.A20230328
q00212,BRK.A20231350
q00212,BRK.A20232401
q00212,BRK.A20230005
q00212,BRK.A20230383
q00212,BRK.A20230121
q00212,BRK.A20230004
q00212,BRK.A20230869
q00212,PG20230208
q00212,BRK.A20230445
q00212,BRK.A20230446
q00213,BRK.A20230920
q00213,BRK.A20230422
q00213,BRK.A20232247
q00213,BRK.A20230421
q00213,AMZN20231110
q00213,NFLX20230380
q00213,V20230379
q00213,JNJ20231469
q00213,NFLX20231063
q00213,JPM20237345
q00214,BRK.A20230028
q00214,BRK.A20230009
q00214,BRK.A20230044
q00214,BRK.A20230041
q00214,BRK.A20230460
q00214,BRK.A20230514
q00214,BRK.A20230019
q00214,BRK.A20230525
q00214,BRK.A20230463
q00214,BRK.A20232446
q00215,BRK.A20230404
q00215,BRK.A20230407
q00215,BRK.A20230920
q00215,BRK.A20230421
q00215,BRK.A20231122
q00215,BRK.A20232244
q00215,BRK.A20231194
q00215,BRK.A20231344
q00215,BRK.A20231292
q00215,BRK.A20231245
q00216,BRK.A20230869
q00216,BRK.A20232401
q00216,BRK.A20230443
q00216,BRK.A20230007
q00216,BRK.A20230273
q00216,BRK.A20231350
q00216,BRK.A20232446
q00216,BRK.A20230458
q00216,BRK.A20230251
q00216,BRK.A20230253
q00217,BRK.A20230062
q00217,BRK.A20230460
q00217,BRK.A20230602
q00217,BRK.A20230594
q00217,BRK.A20230063
q00217,BRK.A20230449
q00217,BRK.A20231037
q00217,BRK.A20230612
q00217,BRK.A20232488
q00217,BRK.A20230010
q00218,BRK.A20230884
q00218,BRK.A20230063
q00218,BRK.A20232650
q00218,BRK.A20230594
q00218,BRK.A20230922
q00218,BRK.A20232329
q00218,BRK.A20230883
q00218,BRK.A20231241
q00218,BRK.A20230592
q00218,BRK.A20230700
